Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,is_business,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_spring,is_summer,is_monsoon,is_winter,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
Air India,18/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 19 May,12h 45m,1 stop,No info,7480,0,2019-05-18,20:40:00,09:25:00,0,765,1,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,3,1,0,1,1,0,Delhi_Cochin,4345,0,13,0,0,160.6090933623533,0.37357785131526045,1,0
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,7189,0,2019-06-12,08:35:00,17:15:00,0,520,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,1,2,1,0,1,0,Kolkata_Banglore,2860,1,18,0,0,178.43507194008464,0.3362567647023279,1,0
Air India,15/03/2019,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,7276,0,2019-03-15,10:00:00,12:45:00,0,165,0,1,0,1694,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,1,2,1,0,0,1,Banglore_New Delhi,914,0,16,0,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Mar,16h 55m,1 stop,No info,15764,0,2019-03-06,11:30:00,04:25:00,0,1015,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,1,0,1,0,1,0,Delhi_Cochin,4345,0,25,1,0,121.05020337162588,0.4956621164509665,1,0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 07 Jun,9h 10m,1 stop,No info,14714,0,2019-06-06,19:15:00,04:25:00,0,550,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,3,0,0,1,1,0,Delhi_Cochin,4345,0,24,1,0,223.39264804036412,0.26858538329855325,1,0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 22 May,8h 30m,1 stop,No info,7888,0,2019-05-21,17:00:00,01:30:00,0,510,0,0,1,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,2,0,0,0,1,0,Delhi_Cochin,4345,0,10,0,1,240.91364004352994,0.2490519008768403,1,0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 07 Jun,20h 25m,1 stop,In-flight meal not included,10262,0,2019-06-06,08:00:00,04:25:00,0,1225,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,1,0,1,0,1,0,Delhi_Cochin,4345,0,24,1,0,100.29873993649001,0.5982128991649596,1,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 19 May,8h 25m,2 stops,In-flight meal not included,15318,0,2019-05-18,20:00:00,04:25:00,0,505,1,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,3,0,0,1,2,0,Delhi_Cochin,4345,0,13,0,0,243.29892360831738,0.24661021557412616,1,0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608,0,2019-05-01,10:20:00,17:35:00,0,435,0,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,2,1,0,1,0,Kolkata_Banglore,2860,1,30,1,0,213.3016951927449,0.28129171662598584,1,0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,12681,0,2019-04-01,08:25:00,18:15:00,0,590,0,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,0,0,0,1,3,1,0,1,0,Kolkata_Banglore,2860,1,29,1,0,157.26480916753223,0.3815220984122567,1,0
Air India,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 07 Mar,16h 10m,2 stops,No info,9417,0,2019-03-06,17:15:00,09:25:00,0,970,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,2,1,0,0,2,0,Delhi_Cochin,4345,0,25,1,0,126.66593445587657,0.4736869487265394,1,0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,17057,0,2019-03-03,07:05:00,21:00:00,0,835,1,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,28,1,0,147.144857990659,0.4077614455532581,1,0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,12537,0,2019-03-27,13:00:00,21:00:00,0,480,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,2,3,0,0,1,0,Delhi_Cochin,4345,0,4,0,1,255.9707425462506,0.23440178906055556,1,0
Air India,27/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 28 May,21h 15m,2 stops,No info,10651,0,2019-05-27,22:00:00,19:15:00,0,1275,0,0,1,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,3,3,0,1,2,0,Delhi_Cochin,4345,0,4,0,1,96.36545601741197,0.6226297521921007,1,0
Vistara,1/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6741,0,2019-06-01,06:00:00,09:10:00,0,190,1,1,0,481,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,1,1,1,0,0,1,Delhi_Cochin,4345,0,29,1,0,646.6629285378962,0.09278404150313657,1,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 25 May,26h 35m,1 stop,In-flight meal not included,10844,0,2019-05-24,20:00:00,22:35:00,0,1595,0,0,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,0,1,0,0,3,3,0,1,1,0,Kolkata_Banglore,2860,1,7,0,1,58.173189598021324,1.0314029609619482,1,0
Air India,27/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 28 May,28h 50m,2 stops,No info,13381,0,2019-05-27,14:25:00,19:15:00,0,1730,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,2,3,0,0,2,0,Delhi_Cochin,4345,0,4,0,1,71.02078405907531,0.8448231147390857,1,0
IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,0,2019-04-06,06:05:00,08:50:00,0,165,1,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,6,14,2,1,1,0,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,24,1,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,0,2019-05-27,19:35:00,21:05:00,0,90,0,1,0,3706,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,3,3,0,1,0,1,Mumbai_Hyderabad,697,1,4,0,1,415.31351685754566,0.14446917223881317,0,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 22 May,27h,2 stops,In-flight meal not included,12719,0,2019-05-21,09:35:00,12:35:00,0,1620,0,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,1,2,1,0,2,0,Delhi_Cochin,4345,0,10,0,1,75.84318297666684,0.7911060380793751,1,0
IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054,0,2019-06-01,07:35:00,12:10:00,0,275,1,1,0,2043,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,1,2,1,0,1,0,Delhi_Cochin,4345,0,29,1,0,446.78529608072824,0.13429269164927662,1,0
Air India,24/05/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 25 May,23h 40m,1 stop,No info,7480,0,2019-05-24,09:45:00,09:25:00,0,1420,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,0,1,0,0,1,1,1,0,1,0,Delhi_Cochin,4345,0,7,0,1,86.5253214240847,0.6934386259708102,1,0
Air India,3/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6961,0,2019-06-03,17:00:00,19:45:00,0,165,0,1,0,1694,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,2,3,0,0,0,1,Banglore_Delhi,1265,1,27,1,0,621.3280310376974,0.09656734768555719,1,0
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,0,2019-04-24,17:10:00,19:40:00,0,150,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,24,17,2,1,1,0,0,0,2,3,0,0,0,1,Kolkata_Banglore,2860,1,6,0,1,618.5749160589601,0.09699714366413306,1,0
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 04 Jun,3h,non-stop,No info,3943,0,2019-06-03,21:15:00,00:15:00,0,180,0,0,1,2043,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,3,0,0,1,0,1,Banglore_Delhi,1265,1,27,1,0,569.5506951178893,0.10534619747515331,1,0
Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,0,2019-05-03,08:20:00,11:20:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,3,18,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,28,1,0,569.5506951178893,0.10534619747515331,1,0
SpiceJet,15/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319,0,2019-05-15,09:30:00,12:20:00,0,170,0,1,0,815,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,1,2,1,0,0,1,Banglore_Delhi,1265,1,16,0,0,603.0536771836476,0.0994936309487559,1,0
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423,0,2019-04-24,13:00:00,15:50:00,0,170,0,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,24,17,2,1,1,0,0,0,2,2,0,0,0,1,Banglore_Delhi,1265,1,6,0,1,603.0536771836476,0.0994936309487559,1,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 May,5h 35m,1 stop,No info,16079,0,2019-05-21,22:50:00,04:25:00,0,335,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,3,0,0,1,1,0,Delhi_Cochin,4345,0,10,0,1,366.76404902149335,0.16359291528184608,1,0
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7754,0,2019-06-21,19:50:00,22:50:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,21,25,2,1,0,1,0,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,9,0,1,569.5506951178893,0.10534619747515331,1,0
Air India,1/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 02 Jun,20h 10m,2 stops,No info,10467,0,2019-06-01,13:15:00,09:25:00,0,1210,1,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,2,1,0,0,2,0,Delhi_Cochin,4345,0,29,1,0,101.54211274562006,0.5908878432568172,1,0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 04 Jun,19h 5m,1 stop,No info,14714,0,2019-06-03,17:30:00,12:35:00,0,1145,0,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,2,2,0,0,1,0,Delhi_Cochin,4345,0,27,1,0,107.30651215912687,0.5591459343215336,1,0
Air India,1/05/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 02 May,28h 20m,1 stop,No info,7452,0,2019-05-01,16:45:00,21:05:00,0,1700,0,0,0,1694,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,2,3,0,0,1,0,Kolkata_Banglore,2860,1,30,1,0,54.58013965226119,1.0993009615268412,1,0
Air India,21/05/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 May,29h 55m,2 stops,No info,13276,0,2019-05-21,13:20:00,19:15:00,0,1795,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,2,3,0,0,2,0,Delhi_Cochin,4345,0,10,0,1,68.44900079231213,0.8765650236743693,1,0
Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:35 02 Mar,25h 45m,2 stops,No info,31783,0,2019-03-01,08:50:00,10:35:00,0,1545,0,0,0,1694,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,0,0,0,1,1,1,0,2,0,Banglore_New Delhi,914,0,30,1,0,66.35542079043371,0.9042215283283992,1,0
Air India,1/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,0,2019-05-01,11:40:00,13:55:00,0,135,0,1,0,1694,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,2,1,0,0,1,Chennai_Kolkata,381,1,30,1,0,615.6437445724066,0.09745896150000323,1,0
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229,0,2019-06-15,15:15:00,18:10:00,0,175,1,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,0,0,2,3,0,0,0,1,Banglore_Delhi,1265,1,15,0,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 16 Jun,18h 10m,2 stops,No info,14237,0,2019-06-15,18:25:00,12:35:00,0,1090,1,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,0,0,3,2,0,1,2,0,Delhi_Cochin,4345,0,15,0,0,112.72106093779841,0.5322873959916783,1,0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8266,0,2019-05-15,10:20:00,19:15:00,0,535,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,16,0,0,229.65599331252386,0.2612603273904109,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 25 Jun,19h,2 stops,No info,13882,0,2019-06-24,09:25:00,04:25:00,0,1140,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,1,0,1,0,2,0,Delhi_Cochin,4345,0,6,0,1,107.77715475631602,0.5567042490188194,1,0
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,0,2019-05-06,20:00:00,22:50:00,0,170,0,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,0,1,0,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,25,1,0,603.0536771836476,0.0994936309487559,1,0
Air Asia,24/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 25 May,2h 50m,non-stop,No info,4483,0,2019-05-24,23:55:00,02:45:00,0,170,0,0,1,319,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,0,1,0,0,3,0,0,1,0,1,Banglore_Delhi,1265,1,7,0,1,603.0536771836476,0.0994936309487559,1,0
Air India,12/06/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961,0,2019-06-12,06:10:00,08:55:00,0,165,0,1,0,1694,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,18,0,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 13 May,15h 10m,1 stop,In-flight meal not included,9663,0,2019-05-12,18:55:00,10:05:00,0,910,1,0,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,0,1,0,0,3,1,0,1,1,0,Kolkata_Banglore,2860,1,19,0,0,101.96289825147694,0.5884493382290739,1,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,16704,0,2019-05-18,23:05:00,04:25:00,0,1760,1,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,3,0,0,1,2,0,Delhi_Cochin,4345,0,13,0,0,69.81020251261378,0.8594732265553704,1,0
IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049,0,2019-05-12,09:10:00,10:40:00,0,90,1,1,0,2043,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,0,1,0,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,19,0,0,415.31351685754566,0.14446917223881317,0,0
SpiceJet,24/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3807,0,2019-03-24,08:20:00,10:35:00,0,135,1,1,0,815,0,0,MAA,CCU,1385.198425287915,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,0,0,0,1,1,1,0,0,1,Chennai_Kolkata,381,1,7,0,1,615.6437445724066,0.09745896150000323,1,0
IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442,0,2019-06-09,06:50:00,22:30:00,0,940,1,1,0,2043,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,21,1,0,130.70846427893648,0.45903683691025465,1,0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,07:40 16 Mar,24h 40m,1 stop,In-flight meal not included,7832,0,2019-03-15,07:00:00,07:40:00,0,1480,0,0,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,1,1,1,0,1,0,Banglore_New Delhi,914,0,16,0,0,69.2696791359595,0.8661798459068161,1,0
IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442,0,2019-06-24,08:35:00,22:30:00,0,835,0,1,0,2043,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,6,0,1,147.144857990659,0.4077614455532581,1,0
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,0,2019-04-21,20:00:00,22:50:00,0,170,1,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,21,16,2,1,1,0,0,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,9,0,1,603.0536771836476,0.0994936309487559,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,05:05 07 Mar,23h 20m,1 stop,No info,13555,0,2019-03-06,05:45:00,05:05:00,0,1400,0,0,1,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,0,0,0,0,1,0,Banglore_New Delhi,914,0,25,1,0,73.2279465151572,0.8193593136956369,1,0
GoAir,6/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5135,0,2019-04-06,10:35:00,19:35:00,0,540,1,1,0,194,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,4,6,14,2,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,24,1,0,227.5295489300005,0.263702012693125,1,0
Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 16 May,2h 50m,non-stop,No info,3383,0,2019-05-15,23:55:00,02:45:00,0,170,0,0,1,319,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,3,0,0,1,0,1,Banglore_Delhi,1265,1,16,0,0,603.0536771836476,0.0994936309487559,1,0
GoAir,15/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5842,0,2019-06-15,07:25:00,13:35:00,0,370,1,1,0,194,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,0,0,1,2,1,0,1,0,Delhi_Cochin,4345,0,15,0,0,332.0701524924332,0.1806847124008449,1,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25 19 May,15h,2 stops,No info,16704,0,2019-05-18,13:25:00,04:25:00,0,900,1,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,2,0,0,0,2,0,Delhi_Cochin,4345,0,13,0,0,136.51772935800028,0.43950335448854166,1,0
Air India,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 02 May,15h 5m,1 stop,No info,8366,0,2019-05-01,16:50:00,07:55:00,0,905,0,0,0,1694,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,2,1,0,0,1,0,Kolkata_Banglore,2860,1,30,1,0,102.5262291810431,0.5852161001069361,1,0
SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,0,2019-05-09,05:45:00,07:15:00,0,90,0,1,0,815,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,0,1,0,0,0,1,0,0,0,1,Mumbai_Hyderabad,697,1,22,1,0,415.31351685754566,0.14446917223881317,0,0
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,0,2019-06-06,17:10:00,19:40:00,0,150,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,2,3,0,0,0,1,Kolkata_Banglore,2860,1,24,1,0,618.5749160589601,0.09699714366413306,1,0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,20:20,12h 20m,1 stop,No info,27992,0,2019-03-01,08:00:00,20:20:00,0,740,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,0,0,0,1,3,1,0,1,0,Banglore_New Delhi,914,0,30,1,0,138.539358271919,0.43308992295340804,1,0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,10678,0,2019-06-06,04:55:00,12:35:00,0,460,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,0,2,0,0,1,0,Delhi_Cochin,4345,0,24,1,0,267.09990526565275,0.2246350478496991,1,0
Air India,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:50,23:15,14h 25m,1 stop,No info,6824,0,2019-03-21,08:50:00,23:15:00,0,865,0,1,0,1694,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,0,0,1,3,1,0,1,0,Banglore_New Delhi,914,0,10,0,1,118.51921979331802,0.5062470045333756,1,0
Air India,12/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 13 Jun,38h 15m,2 stops,No info,9443,0,2019-06-12,05:00:00,19:15:00,0,2295,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,0,3,0,0,2,0,Delhi_Cochin,4345,0,18,0,0,53.536364454117766,1.1207335539457812,1,0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,13378,0,2019-03-21,07:05:00,19:15:00,0,730,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,10,0,1,168.3095293454798,0.3564860541962616,1,0
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943,0,2019-05-01,04:00:00,06:50:00,0,170,0,1,1,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,0,1,0,0,0,1,Banglore_Delhi,1265,1,30,1,0,603.0536771836476,0.0994936309487559,1,0
