Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_peak_season,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,5575,2019-03-24,20:30:00,23:20:00,0,170,1,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,3,3,0,1,0,1,Banglore_New Delhi,932,0,7,0,1,603.0536771836476,0.0994936309487559,1,0
Air Asia,24/04/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152,2019-04-24,07:55:00,22:25:00,0,870,0,1,0,319,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,24,17,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,6,0,1,141.2332489281825,0.4248291422546696,1,0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608,2019-05-09,10:20:00,17:35:00,0,435,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,2,1,0,1,0,Kolkata_Banglore,2871,1,22,1,0,213.3016951927449,0.28129171662598584,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 07 Mar,22h 45m,1 stop,No info,17261,2019-03-06,11:40:00,10:25:00,0,1365,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,1,1,1,0,1,0,Banglore_New Delhi,932,0,25,1,0,75.105586169392,0.7988753308532459,1,0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 10 May,26h 55m,2 stops,No info,15129,2019-05-09,09:40:00,12:35:00,0,1615,0,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,2,1,0,2,0,Delhi_Cochin,4537,0,22,1,0,76.08230747214783,0.7886196146451625,1,0
GoAir,6/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419,2019-05-06,20:55:00,23:40:00,0,165,0,1,0,194,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,3,3,0,1,0,1,Banglore_Delhi,1265,1,25,1,0,621.3280310376974,0.09656734768555719,1,0
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No info,6218,2019-03-21,10:45:00,15:30:00,0,285,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,2,1,0,1,0,Delhi_Cochin,4537,0,10,0,1,431.1330756755044,0.1391681672903228,1,0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,14714,2019-06-03,02:15:00,12:35:00,0,620,0,1,1,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,0,2,0,0,1,0,Delhi_Cochin,4537,0,27,1,0,198.18213962503026,0.3027518025263163,1,0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14848,2019-06-03,11:30:00,19:15:00,0,465,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,27,1,0,264.2428528333737,0.2270638518947372,1,0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,9358,2019-05-12,10:20:00,17:35:00,0,435,1,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,1,2,1,0,1,0,Kolkata_Banglore,2871,1,19,0,0,213.3016951927449,0.28129171662598584,1,0
Air India,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 07 May,22h 30m,1 stop,No info,8366,2019-05-06,09:25:00,07:55:00,0,1350,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,1,1,1,0,1,0,Kolkata_Banglore,2871,1,25,1,0,68.73054622877335,0.8729742929771975,1,0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,In-flight meal not included,15342,2019-03-06,11:30:00,19:15:00,0,465,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,25,1,0,264.2428528333737,0.2270638518947372,1,0
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,03:05,04:25,1h 20m,non-stop,No info,5678,2019-03-21,03:05:00,04:25:00,0,80,0,1,1,3849,0,0,BOM,HYD,622.9702752863186,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,0,0,0,0,1,Mumbai_Hyderabad,697,1,10,0,1,467.22770646473896,0.12841704199005613,0,0
IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 May,2h 35m,non-stop,No info,4804,2019-05-06,22:15:00,00:50:00,0,155,0,0,1,2053,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,3,0,0,1,0,1,Kolkata_Banglore,2871,1,25,1,0,598.6208865086711,0.10023038178627082,1,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14571,2019-05-24,08:25:00,16:20:00,0,475,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,1,2,1,0,1,0,Kolkata_Banglore,2871,1,7,0,1,195.33944717651372,0.307157621603088,1,0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,12681,2019-04-01,08:25:00,20:45:00,0,740,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,1,3,1,0,1,0,Kolkata_Banglore,2871,1,29,1,0,125.38680730924868,0.47851924207638974,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 07 Mar,13h,1 stop,No info,17261,2019-03-06,21:25:00,10:25:00,0,780,0,0,1,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,3,1,0,1,1,0,Banglore_New Delhi,932,0,25,1,0,131.43477579643599,0.45650018905899764,1,0
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 10 Jun,17h 45m,1 stop,No info,9922,2019-06-09,17:00:00,10:45:00,0,1065,1,0,0,479,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,2,1,0,0,1,0,Kolkata_Banglore,2871,1,21,1,0,87.12322761393804,0.6886797200153447,1,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 19 May,17h 5m,1 stop,In-flight meal not included,10844,2019-05-18,18:55:00,12:00:00,0,1025,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,3,2,0,1,1,0,Kolkata_Banglore,2871,1,13,0,0,90.52315844765269,0.6628138150382425,1,0
SpiceJet,21/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,4423,2019-04-21,05:55:00,08:35:00,0,160,1,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,21,16,2,1,1,0,1,0,0,0,1,Banglore_Delhi,1265,1,9,0,1,640.7445320076254,0.09364106442235849,1,0
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,2019-05-24,01:30:00,04:15:00,0,165,0,1,1,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,0,0,0,0,0,1,Banglore_Delhi,1265,1,7,0,1,621.3280310376974,0.09656734768555719,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 25 Jun,5h 35m,1 stop,No info,14714,2019-06-24,22:50:00,04:25:00,0,335,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,3,0,0,1,1,0,Delhi_Cochin,4537,0,6,0,1,366.78485542542916,0.16358363523599348,1,0
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1 stop,In-flight meal not included,11087,2019-03-09,05:45:00,11:25:00,0,340,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,1,0,0,1,0,Banglore_New Delhi,932,0,22,1,0,301.5268385918238,0.1989872618975118,1,0
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 28 Jun,9h 30m,1 stop,No info,6316,2019-06-27,16:00:00,01:30:00,0,570,0,0,1,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,2,0,0,0,1,0,Delhi_Cochin,4537,0,3,0,1,215.5665378377522,0.2783363345806456,1,0
SpiceJet,27/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,2019-05-27,09:45:00,12:00:00,0,135,0,1,0,818,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,1,2,1,0,0,1,Chennai_Kolkata,381,1,4,0,1,615.6437445724066,0.09745896150000323,1,0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1 stop,No info,14571,2019-06-06,18:55:00,12:00:00,0,1025,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,3,2,0,1,1,0,Kolkata_Banglore,2871,1,24,1,0,90.52315844765269,0.6628138150382425,1,0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,14676,2019-06-09,09:35:00,18:00:00,0,505,1,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,3,1,0,1,0,Kolkata_Banglore,2871,1,21,1,0,183.73512358186935,0.32655705033591464,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:30 07 Mar,16h 35m,1 stop,No info,17261,2019-03-06,16:55:00,09:30:00,0,995,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,2,1,0,0,1,0,Banglore_New Delhi,932,0,25,1,0,103.03429660424128,0.5823303693765419,1,0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,23:35,15h 10m,1 stop,No info,13941,2019-05-15,08:25:00,23:35:00,0,910,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,1,3,1,0,1,0,Kolkata_Banglore,2871,1,16,0,0,101.96289825147694,0.5884493382290739,1,0
Air India,3/03/2019,Delhi,Cochin,DEL → BLR → COK,06:10,08:15 04 Mar,26h 5m,1 stop,No info,13348,2019-03-03,06:10:00,08:15:00,0,1565,1,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,1,1,1,0,1,0,Delhi_Cochin,4537,0,28,1,0,78.51305211982029,0.7642041466994919,1,0
Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016,2019-06-18,11:10:00,14:05:00,0,175,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,18,25,2,1,0,1,2,1,0,0,1,Banglore_Delhi,1265,1,12,0,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,12898,2019-05-27,07:05:00,12:35:00,0,330,0,1,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,1,2,1,0,1,0,Delhi_Cochin,4537,0,4,0,1,372.3422017197538,0.1611420884414264,1,0
Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,2019-04-09,18:55:00,22:00:00,0,185,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,9,15,2,1,1,3,3,0,1,0,1,Banglore_Delhi,1265,1,21,1,0,554.157433087676,0.10827248073835201,1,0
SpiceJet,27/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2017,2019-06-27,05:45:00,07:15:00,0,90,0,1,0,818,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,0,1,0,0,0,1,Mumbai_Hyderabad,697,1,3,0,1,415.3135168575457,0.14446917223881314,0,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,19:10,11h 10m,1 stop,No info,16736,2019-03-06,08:00:00,19:10:00,0,670,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,1,3,1,0,1,0,Banglore_New Delhi,932,0,25,1,0,153.01361958391055,0.3921219572686262,1,0
SpiceJet,18/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,2019-06-18,17:10:00,19:40:00,0,150,0,1,0,818,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,18,25,2,1,0,2,3,0,0,0,1,Kolkata_Banglore,2871,1,12,0,0,618.5749160589601,0.09699714366413306,1,0
IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6704,2019-05-09,14:20:00,22:30:00,0,490,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,22,1,0,250.7610746275893,0.23927158586757252,1,0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 07 Jun,24h 55m,1 stop,In-flight meal not included,10844,2019-06-06,18:55:00,19:50:00,0,1495,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,3,3,0,1,1,0,Kolkata_Banglore,2871,1,24,1,0,62.06437284872509,0.9667381985191927,1,0
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,non-stop,No info,7450,2019-03-09,19:40:00,22:20:00,0,160,1,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,3,3,0,1,0,1,Banglore_New Delhi,932,0,22,1,0,640.7445320076254,0.09364106442235849,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,05:05 07 Mar,12h 10m,1 stop,No info,16736,2019-03-06,16:55:00,05:05:00,0,730,0,0,1,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,2,0,0,0,1,0,Banglore_New Delhi,932,0,25,1,0,140.43715770030147,0.42723735642701066,1,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 16 Jun,21h 35m,1 stop,In-flight meal not included,10262,2019-06-15,15:00:00,12:35:00,0,1295,1,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,2,2,0,0,1,0,Delhi_Cochin,4537,0,15,0,0,94.88256877800677,0.6323606197928703,1,0
Air India,1/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,16:15 02 May,34h 25m,2 stops,No info,10991,2019-05-01,05:50:00,16:15:00,0,2065,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,1,0,2,0,0,2,0,Kolkata_Banglore,2871,1,30,1,0,44.93280261929492,1.3353273444428984,1,0
SpiceJet,6/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 07 Jun,2h 55m,non-stop,No info,3311,2019-06-06,21:10:00,00:05:00,0,175,0,0,1,818,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,3,0,0,1,0,1,Banglore_Delhi,1265,1,24,1,0,585.8235721212576,0.10241991421195461,1,0
IndiGo,24/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 25 May,14h 55m,1 stop,No info,7081,2019-05-24,10:35:00,01:30:00,0,895,0,0,1,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,1,0,1,0,1,0,Delhi_Cochin,4537,0,7,0,1,137.2881861089595,0.4370368762275049,1,0
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 28 Apr,3h,non-stop,No info,3943,2019-04-27,21:15:00,00:15:00,0,180,1,0,1,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,27,17,2,1,1,3,0,0,1,0,1,Banglore_Delhi,1265,1,3,0,1,569.5506951178893,0.10534619747515331,1,0
Air India,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,8372,2019-05-21,13:00:00,19:15:00,0,375,0,1,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,10,0,1,327.6611375133833,0.18311600959253,1,0
Air India,9/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 10 Mar,23h 30m,2 stops,No info,11701,2019-03-09,19:45:00,19:15:00,0,1410,1,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,3,3,0,1,2,0,Delhi_Cochin,4537,0,22,1,0,87.14391955143175,0.6885161960679128,1,0
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,5769,2019-06-03,15:15:00,18:10:00,0,175,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,2,3,0,0,0,1,Banglore_Delhi,1265,1,27,1,0,585.8235721212576,0.10241991421195461,1,0
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 13 Jun,10h 25m,2 stops,No info,15965,2019-06-12,15:05:00,01:30:00,0,625,0,0,1,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,2,0,0,0,2,0,Delhi_Cochin,4537,0,18,0,0,196.59668250803003,0.3051933493208833,1,0
SpiceJet,12/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4423,2019-06-12,09:30:00,12:20:00,0,170,0,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,2,1,0,0,1,Banglore_Delhi,1265,1,18,0,0,603.0536771836476,0.0994936309487559,1,0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,14:25,4h 40m,1 stop,In-flight meal not included,6136,2019-03-15,09:45:00,14:25:00,0,280,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,1,2,1,0,1,0,Banglore_New Delhi,932,0,16,0,0,366.13973257578596,0.16387186273912738,1,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6h 5m,1 stop,In-flight meal not included,11087,2019-03-12,16:55:00,23:00:00,0,365,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,2,3,0,0,1,0,Banglore_New Delhi,932,0,19,0,0,280.87431540060294,0.21361867821350533,1,0
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540,2019-06-03,05:15:00,07:40:00,0,145,0,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,0,1,0,0,0,1,Chennai_Kolkata,381,1,27,1,0,573.1855552915509,0.1046781438333368,1,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 22 May,14h 25m,1 stop,In-flight meal not included,12898,2019-05-21,14:00:00,04:25:00,0,865,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,0,0,0,1,0,Delhi_Cochin,4537,0,10,0,1,142.04962608961705,0.4223875954601025,1,0
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4591,2019-04-18,06:05:00,08:50:00,0,165,0,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,18,16,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,12,0,0,621.3280310376974,0.09656734768555719,1,0
Air India,24/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 25 Mar,27h 40m,1 stop,No info,8635,2019-03-24,04:00:00,07:40:00,0,1660,1,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,0,1,0,0,1,0,Delhi_Cochin,4537,0,7,0,1,74.01983528163781,0.8105935357962661,1,0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714,2019-06-27,09:00:00,19:00:00,0,600,0,1,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,3,0,1,204.7882109458646,0.292985615348048,1,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 19 May,22h 45m,1 stop,No info,14151,2019-05-18,20:25:00,19:10:00,0,1365,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,13,0,0,67.97526550098463,0.8826740073436108,1,0
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,8835,2019-06-01,04:55:00,19:15:00,0,860,1,1,0,1196,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,0,3,0,0,1,0,Delhi_Cochin,4537,0,29,1,0,142.87549600874274,0.4199460486655355,1,0
Air India,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,08:55 22 May,15h 25m,1 stop,No info,11936,2019-05-21,17:30:00,08:55:00,0,925,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,1,0,0,1,0,Kolkata_Banglore,2871,1,10,0,1,100.30944584739893,0.5981490525954872,1,0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,21:35,12:35 10 Jun,15h,2 stops,No info,13882,2019-06-09,21:35:00,12:35:00,0,900,1,0,1,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,3,2,0,1,2,0,Delhi_Cochin,4537,0,21,1,0,136.52547396390975,0.439478423022072,1,0
Air India,1/04/2019,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 02 Apr,16h 5m,1 stop,No info,5117,2019-04-01,17:20:00,09:25:00,0,965,0,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,2,1,0,0,1,0,Delhi_Cochin,4537,0,29,1,0,127.329457582921,0.47121853135144387,1,0
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,2019-05-24,15:15:00,18:10:00,0,175,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,2,3,0,0,0,1,Banglore_Delhi,1265,1,7,0,1,585.8235721212576,0.10241991421195461,1,0
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442,2019-05-15,06:50:00,22:30:00,0,940,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,16,0,0,130.7158793271476,0.45901079737860856,1,0
Air India,9/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 10 May,21h 15m,2 stops,No info,10441,2019-05-09,22:00:00,19:15:00,0,1275,0,0,1,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,3,3,0,1,2,0,Delhi_Cochin,4537,0,22,1,0,96.37092279805394,0.622594432614602,1,0
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227,2019-05-21,20:05:00,21:40:00,0,95,0,1,0,2053,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,3,3,0,1,0,1,Mumbai_Hyderabad,697,1,10,0,1,393.4549107071486,0.15249523736319165,0,0
Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,2019-04-15,06:00:00,08:45:00,0,165,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,15,16,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,15,0,0,621.3280310376974,0.09656734768555719,1,0
